Design,Frontal Area (m²),Average Cd,Cd
F_S_WWC_WM_179,2.672,0.2570156854418604,0.686745911500651
F_S_WWC_WM_559,2.402,0.2230262575083056,0.5357090705349501
F_S_WWC_WM_495,2.478,0.2443368627940199,0.6054667460035813
F_S_WWC_WM_519,2.534,0.2387939746910299,0.6051039318670697
F_S_WWC_WM_184,2.432,0.2401792178538205,0.5841158578204914
F_S_WWC_WM_686,2.666,0.2586760821029901,0.6896304348865716
F_S_WWC_WM_221,2.492,0.2458297636943521,0.6126077711263255
F_S_WWC_WM_637,2.276,0.2447518017076412,0.5570551006865913
F_S_WWC_WM_361,2.218,0.2310982178239202,0.512575847133455
F_S_WWC_WM_198,2.312,0.2386955964318937,0.5518642189505382
F_S_WWC_WM_666,2.438,0.2693757430166112,0.6567380614744982
F_S_WWC_WM_608,2.35,0.262561123730897,0.617018640767608
F_S_WWC_WM_353,2.546,0.2305270688172757,0.5869219172087838
F_S_WWC_WM_460,2.236,0.2551256001096345,0.5704608418451428
F_S_WWC_WM_101,2.292,0.2162518774551495,0.4956493031272026
F_S_WWC_WM_077,2.54,0.2521056236112957,0.6403482839726911
F_S_WWC_WM_364,2.544,0.2642794206378737,0.6723268461027506
F_S_WWC_WM_510,2.546,0.2478438094485049,0.6310103388558934
F_S_WWC_WM_226,2.412,0.25011276610299,0.6032719918404118
F_S_WWC_WM_413,2.406,0.2316503732225913,0.5573507979735547
F_S_WWC_WM_273,2.124,0.215323020295681,0.4573460951080265
F_S_WWC_WM_670,2.62,0.263538078551495,0.690469765804917
F_S_WWC_WM_616,2.452,0.2453065538870432,0.6014916701310299
F_S_WWC_WM_675,2.052,0.2467665338172757,0.5063649273930497
F_S_WWC_WM_173,2.456,0.2369383366279069,0.5819205547581393
F_S_WWC_WM_006,2.612,0.2381062968272425,0.6219336473127575
F_S_WWC_WM_579,2.254,0.2517649077973422,0.5674781021752092
F_S_WWC_WM_522,2.268,0.2558283630730896,0.5802187274497671
F_S_WWC_WM_442,2.136,0.2176890662691029,0.4649838455508038
F_S_WWC_WM_105,2.146,0.2528675962192691,0.5426538614865514
F_S_WWC_WM_634,2.21,0.275524556345515,0.6089092695235881
F_S_WWC_WM_102,2.076,0.2801257735315615,0.5815411058515216
F_S_WWC_WM_362,2.24,0.2613912338538206,0.5855163638325582
F_S_WWC_WM_645,2.416,0.2501916894784053,0.6044631217798272
F_S_WWC_WM_287,2.402,0.2276814851893687,0.5468909274248637
F_S_WWC_WM_639,2.38,0.257412196076412,0.6126410266618606
F_S_WWC_WM_208,2.522,0.2486929470963455,0.6272036125769833
F_S_WWC_WM_280,2.512,0.2373248170764119,0.5961599404959467
F_S_WWC_WM_134,1.9994,0.2522476308139534,0.5043439130494185
F_S_WWC_WM_329,2.48,0.2657182715215946,0.6589813133735546
F_S_WWC_WM_207,2.124,0.2622248315980066,0.556965542314166
F_S_WWC_WM_145,2.302,0.2103139249269103,0.48414265518174754
F_S_WWC_WM_584,2.56,0.2370442849667774,0.6068333695149501
F_S_WWS_WM_315,2.188,0.2453858375714285,0.5369042126062856
F_S_WWS_WM_129,2.65,0.2390226455182724,0.6334100106234218
F_S_WWS_WM_191,2.134,0.2285080744916943,0.48763623096527564
F_S_WWS_WM_565,2.056,0.2369193240332226,0.4871061302123057
F_S_WWS_WM_512,2.148,0.2572675429867109,0.5526106823354551
F_S_WWS_WM_311,1.991,0.2602486873953488,0.5181551366041395
F_S_WWS_WM_476,2.368,0.21612307920598,0.5117794515597607
F_S_WWS_WM_383,2.572,0.2768581106677741,0.712079060637515
F_S_WWS_WM_039,2.392,0.2242840170963455,0.5364873688944584
F_S_WWS_WM_100,2.01,0.2376159088737541,0.47760797683624573
F_S_WWS_WM_428,2.152,0.2379181859169435,0.5119999360932624
F_S_WWS_WM_412,2.512,0.2440820602491694,0.6131341353459135
F_S_WWS_WM_596,2.246,0.2430686895548172,0.5459322767401195
F_S_WWS_WM_015,2.53,0.2359978170465116,0.5970744771276743
F_S_WWS_WM_698,2.356,0.2207887403355481,0.5201782722305512
F_S_WWS_WM_308,2.276,0.2611143236112956,0.5942962005393088
F_S_WWS_WM_132,2.08,0.2601977878803986,0.5412113987912291
F_S_WWS_WM_560,2.372,0.2136063338870432,0.5066742239800665
F_S_WWS_WM_641,2.21,0.2487461790099668,0.5497290556120266
F_S_WWS_WM_122,2.26,0.2387350138870432,0.5395411313847176
F_S_WWS_WM_068,2.266,0.2325027330664451,0.5268511931285645
F_S_WWS_WM_506,2.038,0.2604396895315614,0.530776087265322
F_S_WWS_WM_390,2.388,0.2243177742325581,0.5356708448673487
F_S_WWS_WM_691,2.536,0.2361503521262458,0.5988772929921593
F_S_WWS_WM_439,2.334,0.2297380552126245,0.5362086208662656
F_S_WWS_WM_553,1.922,0.2342185464086378,0.4501680461974018
F_S_WWS_WM_332,2.286,0.2215861747375415,0.5065459954500199
F_S_WWS_WM_078,2.178,0.2546979905182724,0.5547322233487973
F_S_WWS_WM_660,2.552,0.258984307345515,0.6609279523457542
F_S_WWS_WM_358,2.64,0.2602536639136213,0.6870696727319603
F_S_WWS_WM_600,2.372,0.280625445372093,0.6656435564226045
F_S_WWS_WM_263,2.494,0.2217805681328903,0.5531207369234284
F_S_WWS_WM_644,2.564,0.2371190337209302,0.607973202460465
F_S_WWS_WM_367,2.09,0.2671480205847176,0.5583393630220598
F_S_WWS_WM_085,2.548,0.2419865571495016,0.6165817476169301
F_S_WWS_WM_219,2.198,0.2580181454219269,0.5671238836373953
F_S_WWS_WM_404,2.304,0.2360429269601329,0.5438429037161462
F_S_WWS_WM_224,2.27,0.2471874498172757,0.5611155110852158
F_S_WWS_WM_615,2.214,0.2378359024817275,0.5265686880945447
F_S_WWS_WM_027,2.242,0.2672209700897009,0.5991094149411095
F_S_WWS_WM_125,2.292,0.2145811668305647,0.49182003437565425
F_S_WWS_WM_681,2.46,0.224895985744186,0.5532441249306976
F_S_WWS_WM_680,2.264,0.2594170976943522,0.5873203091800132
F_S_WWS_WM_319,2.164,0.2285943965813953,0.49467827420213945
F_S_WWS_WM_610,2.438,0.2532050485946843,0.6173139084738404
F_S_WWS_WM_603,2.602,0.2140966062325581,0.5570793694171161
F_S_WWS_WM_164,2.294,0.2788629220033223,0.6397115430756214
F_S_WWS_WM_531,2.052,0.2700836990631229,0.5542117504775282
F_S_WWS_WM_524,2.002,0.2453872026445182,0.49126517969432537
F_S_WWS_WM_674,2.32,0.2524886204651163,0.5857735994790697
F_S_WWS_WM_409,2.498,0.2525390571594684,0.6308425647843521
F_S_WWS_WM_217,2.414,0.2483428334617939,0.5994995999767705
F_S_WWS_WM_211,2.138,0.2366065265614617,0.5058647537884051
F_S_WWS_WM_284,2.448,0.2581077143322259,0.631847684685289
F_S_WWS_WM_112,2.45,0.2667042481495016,0.653425407966279
F_S_WWS_WM_317,2.228,0.219746271475083,0.48959469284648494
F_S_WWS_WM_174,2.306,0.2176667580897009,0.5019395441548503
F_S_WWS_WM_574,2.336,0.209443664564784,0.4892604004233354
F_S_WWS_WM_337,2.174,0.2206332519999999,0.47965668984799975
F_S_WWS_WM_194,2.23,0.2709389468837209,0.6041938515506976
F_S_WWS_WM_631,2.322,0.2275175503687707,0.5282957519562855
F_S_WWS_WM_551,2.568,0.2412838327707641,0.6196168825553222
F_S_WWS_WM_289,2.034,0.2585555501594684,0.5259019890243587
F_S_WWS_WM_577,2.506,0.2329348264684385,0.5837346751299068
F_S_WWS_WM_255,2.084,0.256323601461794,0.5341783854463787
F_S_WWS_WM_567,2.25,0.2300872067375415,0.5176962151594684
F_S_WWS_WM_365,2.244,0.2544905035348837,0.5710766899322791
F_S_WWS_WM_568,2.208,0.2299249850830564,0.5076743670633885
F_S_WWS_WM_169,2.172,0.2778515438837209,0.6034935533154419
F_S_WWS_WM_624,2.412,0.2278803685481727,0.5496474489381925
F_S_WWS_WM_555,2.42,0.234248136282392,0.5668804898033886
F_S_WWS_WM_673,2.656,0.236122859820598,0.6271423156835083
F_S_WWS_WM_312,2.118,0.2204944551196013,0.46700725594331555
F_S_WWS_WM_423,2.148,0.2258699716910299,0.48516869919233224
F_S_WWS_WM_605,2.482,0.2308892180431893,0.5730670391831959
F_S_WWS_WM_454,2.108,0.2380715338039867,0.501854793258804
F_S_WWS_WM_411,2.53,0.2265267781727574,0.5731127487770762
F_S_WWS_WM_187,2.48,0.2636652180830565,0.6538897408459801
F_S_WWS_WM_655,2.072,0.244223540282392,0.5060311754651162
F_S_WWS_WM_379,2.062,0.2288647548770764,0.47191912455653146
F_S_WWS_WM_356,2.604,0.2253389880730897,0.5867827249423255
F_S_WWS_WM_532,2.08,0.2554211312624584,0.5312759530259135
F_S_WWS_WM_497,2.476,0.2191171413621262,0.5425340420126245
F_S_WWS_WM_262,2.06,0.2483734466245847,0.5116493000466444
F_S_WWS_WM_465,2.068,0.2663585861661129,0.5508295561915215
F_S_WWS_WM_229,2.21,0.2286322211328903,0.5052772087036875
F_S_WWS_WM_283,2.286,0.2348997341362126,0.536980792235382
F_S_WWS_WM_563,2.39,0.2533669879734219,0.6055471012564784
F_S_WWS_WM_010,2.26,0.2479804186179402,0.5604357460765448
F_S_WWS_WM_569,2.082,0.2502610754119601,0.5210435590077008
F_S_WWS_WM_474,2.48,0.244850634564784,0.6072295737206643
F_S_WWS_WM_612,2.15,0.2251235540299003,0.48401564116428564
F_S_WWS_WM_355,2.204,0.2262852419833887,0.49873267333138877
F_S_WWS_WM_527,2.22,0.2596223737840531,0.576361669800598
F_S_WWS_WM_047,2.394,0.2190480178039867,0.5244009546227442
F_S_WWS_WM_330,2.488,0.2344136197607974,0.5832210859648639
F_S_WWS_WM_060,2.472,0.2238220472956811,0.5532881009149236
F_S_WWS_WM_372,2.34,0.2237032859833886,0.5234656892011292
F_S_WWS_WM_153,2.63,0.2588697254285714,0.6808273778771428
F_S_WWS_WM_029,2.308,0.2272935406943521,0.5245934919225645
F_S_WWS_WM_623,2.39,0.2485330006677741,0.5939938715959802
F_S_WWS_WM_452,2.616,0.2449698785714285,0.6408412023428569
F_S_WWS_WM_091,2.124,0.2871643143122924,0.609937003599309
F_S_WWS_WM_468,2.204,0.2221347671495017,0.48958502679750177
F_S_WWS_WM_585,2.414,0.2265810071328903,0.5469665512187972
F_S_WWS_WM_436,2.608,0.2833142366445182,0.7388835291689035
F_S_WWS_WM_058,2.652,0.2392118253355482,0.6343897607898739
F_S_WWS_WM_248,2.576,0.2454796180431894,0.6323554960792559
F_S_WWS_WM_348,2.556,0.234135037910299,0.5984491568987242
F_S_WWS_WM_277,2.356,0.2036920402292359,0.47989844678007976
F_S_WWS_WM_307,2.4,0.2236815230033222,0.5368356552079733
F_S_WWS_WM_672,2.094,0.2448039801362126,0.5126195344052291
F_S_WWS_WM_651,2.562,0.2548031779833887,0.6528057419934418
F_S_WWS_WM_376,2.27,0.240976390192691,0.5470164057374085
F_S_WWS_WM_343,2.212,0.2460769793355481,0.5443222782902324
F_S_WWS_WM_366,2.08,0.2327571503355482,0.48413487269794026
F_S_WWS_WM_598,2.21,0.2583206756046512,0.5708886930862792
F_S_WWS_WM_341,2.146,0.2400259419202657,0.5150956713608902
F_S_WWS_WM_321,2.23,0.2299740138637873,0.5128420509162457
F_S_WWS_WM_370,2.574,0.2260337443122923,0.5818108578598403
F_S_WWS_WM_190,2.542,0.2320036909169435,0.5897533823108704
F_S_WWS_WM_514,2.064,0.2281111972292359,0.4708215110811429
F_S_WWS_WM_479,1.9864,0.2767379426179402,0.5497122492162764
F_S_WWS_WM_511,2.512,0.2396027644883721,0.6018821443947907
F_S_WWS_WM_450,2.55,0.2413358384983388,0.6154063881707639
F_S_WWS_WM_437,2.156,0.2403593629169435,0.5182147864489302
F_S_WWS_WM_234,2.212,0.2310315766079734,0.5110418474568372
F_S_WWS_WM_490,2.428,0.2490904054418604,0.604791504412837
F_S_WWS_WM_189,1.992,0.24376632210299,0.4855825136291561
F_S_WWS_WM_408,2.094,0.247654995295681,0.518589560149156
F_S_WWS_WM_300,2.296,0.2069989088671096,0.4752694947588836
F_S_WWS_WM_028,2.328,0.2387090333222591,0.5557146295742191
F_S_WWS_WM_661,2.188,0.2429860434119601,0.5316534629853688
F_S_WWS_WM_093,2.378,0.2462078267408637,0.5854822119897739
F_S_WWS_WM_161,2.166,0.2521668310797342,0.5461933561187042
F_S_WWS_WM_222,2.26,0.2497818389003322,0.5645069559147508
F_S_WWS_WM_119,2.364,0.2350427568239202,0.5556410771317474
F_S_WWS_WM_301,2.182,0.2299017358870432,0.5016455877055283
F_S_WWS_WM_020,2.312,0.2435365519601329,0.5630565081318273
F_S_WWS_WM_057,2.376,0.2378717266046511,0.5651832224126511
F_S_WWS_WM_489,2.51,0.2404414725348837,0.6035080960625581
F_S_WWS_WM_175,2.086,0.2329679532458471,0.485971150470837
F_S_WWS_WM_664,2.216,0.2743835629468439,0.6080339754902061
F_S_WWS_WM_259,2.31,0.2342476155348837,0.5411119918855813
F_S_WWS_WM_669,1.9692,0.253988326372093,0.5001538122919256
F_S_WWS_WM_587,2.328,0.2221084478073089,0.517068466495415
F_S_WWS_WM_444,2.358,0.233704154551495,0.5510743964324253
F_S_WWS_WM_240,2.546,0.2277545549501661,0.5798630969031229
F_S_WWS_WM_327,2.49,0.2389897853654485,0.5950845655599668
F_S_WWS_WM_402,2.202,0.2463671784518272,0.5425005269509235
F_S_WWS_WM_223,2.44,0.2387428471461794,0.5825325470366778
F_S_WWS_WM_588,2.506,0.2358597640398671,0.5910645686839069
F_S_WWS_WM_230,1.9814,0.2390867869069767,0.47372655957748366
F_S_WWS_WM_592,2.21,0.2436516970531561,0.538470250487475
F_S_WWS_WM_252,2.454,0.2206795124717608,0.541547523605701
F_S_WWS_WM_110,2.566,0.2289665578039867,0.5875281873250299
F_S_WWS_WM_042,2.22,0.2251188122724252,0.499763763244784
F_S_WWS_WM_195,2.44,0.2609052425747508,0.6366087918823919
F_S_WWS_WM_455,2.452,0.2365328845880399,0.5799786330098738
F_S_WWS_WM_530,2.426,0.2163733705847176,0.5249217970385249
F_S_WWS_WM_051,2.448,0.2292067583887043,0.5610981445355481
F_S_WWS_WM_676,2.428,0.2374074799269102,0.576425361262538
F_S_WWS_WM_094,2.528,0.2506794634352159,0.6337176835642259
F_S_WWS_WM_381,2.48,0.2642217577707641,0.655269959271495
F_S_WWS_WM_214,2.306,0.2420773155946843,0.558230289761342
F_S_WWS_WM_148,2.224,0.2283923252956811,0.5079445314575948
F_S_WWS_WM_166,2.088,0.2610686234817276,0.5451112858298472
F_S_WWS_WM_385,2.154,0.2228568427508305,0.4800336392852889
F_S_WWS_WM_070,2.152,0.253294066192691,0.5450888304466711
F_S_WWS_WM_239,2.546,0.2291772359036545,0.5834852426107043
F_S_WWS_WM_106,2.03,0.2311543890465116,0.4692434097644185
F_S_WWS_WM_322,2.19,0.2432073397574751,0.5326240740688705
F_S_WWS_WM_002,2.218,0.2285643879401993,0.506955812451362
F_S_WWS_WM_435,2.336,0.2723416751860464,0.6361901532346044
F_S_WWS_WM_218,2.12,0.2800149923289036,0.5936317837372757
F_S_WWS_WM_282,2.388,0.2557579786179402,0.6107500529396411
F_S_WWS_WM_392,2.378,0.2245567079767442,0.5339958515686978
F_S_WWS_WM_118,2.098,0.2650239023122923,0.5560201470511892
F_S_WWS_WM_562,2.626,0.2261088077508305,0.5937617291536809
F_S_WWS_WM_236,2.154,0.2256054896179402,0.48595422463704313
F_S_WWS_WM_055,2.158,0.2511251281993356,0.5419280266541662
F_S_WWS_WM_547,2.536,0.2132265173023255,0.5407424478786975
F_S_WWS_WM_505,2.258,0.2281647213189368,0.5151959407381593
F_S_WWS_WM_147,2.216,0.2239337389003322,0.49623716540313617
F_S_WWS_WM_155,2.126,0.2524063660863787,0.536615934299641
F_S_WWS_WM_410,2.516,0.2227449305448504,0.5604262452508436
F_S_WWS_WM_486,2.176,0.2417714977940199,0.5260947791997873
F_S_WWS_WM_640,2.58,0.2480548752857142,0.6399815782371426
F_S_WWS_WM_432,2.188,0.2599779407275748,0.5688317343119337
F_S_WWS_WM_049,2.564,0.2171448907707641,0.5567594999362392
F_S_WWS_WM_471,2.454,0.2385190747740863,0.5853258094956078
F_S_WWS_WM_232,2.312,0.2146900735083056,0.4963634499512025
F_S_WWS_WM_034,2.088,0.2342101144850498,0.489030719044784
F_S_WWS_WM_549,2.09,0.2457602616710963,0.5136389468925913
F_S_WWS_WM_599,2.43,0.2830720679501661,0.6878651251189036
F_S_WWS_WM_677,1.9756,0.240448543269103,0.4750301420824399
F_S_WWS_WM_171,2.32,0.2357783971860464,0.5470058814716277
F_S_WWS_WM_387,2.254,0.2519985460730897,0.5680047228487441
F_S_WWS_WM_628,2.454,0.2605624552923588,0.6394202652874484
F_S_WWS_WM_030,2.368,0.232540334013289,0.5506555109434683
F_S_WWS_WM_382,2.42,0.243290140950166,0.5887621410994017
F_S_WWS_WM_149,2.154,0.2153320125282392,0.4638251549858272
F_S_WWS_WM_466,2.402,0.2410145554418604,0.5789169621713487
F_S_WWS_WM_019,2.078,0.2604434451461794,0.5412014790137607
F_S_WWS_WM_687,2.134,0.2623757614950166,0.5599098750303655
F_S_WWS_WM_025,2.7,0.2694873429634551,0.7276158260013289
F_S_WWS_WM_117,2.618,0.2111664012259136,0.5528336384094418
F_S_WWS_WM_694,2.444,0.2311819149933554,0.5650086002437605
F_S_WWS_WM_619,2.216,0.2428609981827242,0.5381799719729169
F_S_WWS_WM_170,2.332,0.2747516056511628,0.6407207443785116
F_S_WWS_WM_115,2.39,0.2425058449568106,0.5795889694467774
F_S_WWS_WM_035,2.328,0.2447256449667773,0.5697213014826575
F_S_WWS_WM_401,2.43,0.2477293150365448,0.6019822355388039
F_S_WWS_WM_250,2.262,0.2321218462458471,0.5250596162081062
F_S_WWS_WM_451,2.636,0.2151691609501661,0.5671859082646379
F_S_WWS_WM_389,2.126,0.2539180299169435,0.5398297316034218
F_S_WWS_WM_456,2.186,0.250061679833887,0.5466348321168769
F_S_WWS_WM_244,2.078,0.2497018495083056,0.518880443278259
F_S_WWS_WM_066,2.28,0.2133875790797342,0.48652368030179394
F_S_WWS_WM_178,2.432,0.2258269700963455,0.5492111912743123
F_S_WWS_WM_421,2.19,0.2460355376611295,0.5388178274778737
F_S_WWS_WM_359,2.342,0.2286931471295681,0.5355993505774485
F_S_WWS_WM_267,2.438,0.2298699081827242,0.5604228361494816
F_S_WWS_WM_210,2.252,0.2622441499700997,0.5905738257326645
F_S_WWS_WM_067,2.554,0.2533700660498338,0.6471071486912755
F_S_WWS_WM_649,2.066,0.2538778265448505,0.5245115896416611
F_S_WWS_WM_241,2.222,0.2218662588837209,0.4929868272396279
F_S_WWS_WM_529,2.35,0.2490466985681063,0.5852597416350498
F_S_WWS_WM_150,2.134,0.2332023855182725,0.4976538906959935
F_S_WWS_WM_095,2.264,0.2309375050664451,0.5228425114704316
F_S_WWS_WM_537,2.31,0.2427695341794019,0.5607976239544183
F_S_WWS_WM_001,2.192,0.2800060735780731,0.6137733132831363
F_S_WWS_WM_685,2.602,0.2199299802624584,0.5722578086429168
F_S_WWS_WM_245,2.294,0.2748120668870432,0.630418881438877
F_S_WWS_WM_414,2.088,0.2529357306777408,0.5281298056551228
F_S_WWS_WM_005,2.52,0.2601821447574751,0.6556590047888372
F_S_WWS_WM_292,2.266,0.2468629884053156,0.5593915317264452
F_S_WWS_WM_328,2.268,0.2454337090797342,0.5566436521928371
F_S_WWS_WM_386,2.304,0.2176955237940199,0.5015704868214218
F_S_WWS_WM_206,2.324,0.2448725630431893,0.5690838365123719
F_S_WWS_WM_403,2.292,0.2281467557375415,0.5229123641504451
F_S_WWS_WM_507,2.5,0.2544166271096345,0.6360415677740862
F_S_WWS_WM_096,2.196,0.2065947896146179,0.453682157993701
F_S_WWS_WM_299,2.128,0.230378150551495,0.49024470437358136
F_S_WWS_WM_088,2.322,0.2231637958006644,0.5181863338491427
F_S_WWS_WM_566,2.118,0.2560062134883721,0.5422211601683721
F_S_WWS_WM_065,2.354,0.2424335048604651,0.5706884704415349
F_S_WWS_WM_540,2.426,0.2335518693488372,0.5665968350402791
F_S_WWS_WM_235,2.308,0.2265005972790697,0.5227633785200928
F_S_WWS_WM_652,2.122,0.2352565774950166,0.4992144574444252
F_S_WWS_WM_554,2.304,0.245055452936877,0.5646077635665646
F_S_WWS_WM_258,2.298,0.225193752654485,0.5174952436000065
F_S_WWS_WM_352,2.306,0.2540708344983388,0.5858873443531692
F_S_WWS_WM_339,2.202,0.2299071351129568,0.5062555115187308
F_S_WWS_WM_203,2.424,0.2606315166744186,0.6317707964187906
F_S_WWS_WM_604,2.596,0.2361460269833887,0.6130350860488771
F_S_WWS_WM_636,2.414,0.2504377792059801,0.604556799003236
F_S_WWS_WM_342,2.162,0.2251920370132891,0.48686518402273105
F_S_WWS_WM_462,2.14,0.2219864461627907,0.47505099478837215
F_S_WWS_WM_354,2.218,0.2396371552292358,0.531515210298445
F_S_WWS_WM_609,2.418,0.2644175617109635,0.6393616642171097
F_S_WWS_WM_443,2.39,0.252089664192691,0.6024942974205316
F_S_WWS_WM_285,2.328,0.2197113791229236,0.5114880905981661
F_S_WWS_WM_024,2.502,0.2473321146810631,0.6188249509320198
F_S_WWS_WM_601,2.428,0.2323681411328904,0.5641898466706579
F_S_WWS_WM_378,2.062,0.2466281279501661,0.5085471998332425
F_S_WWS_WM_261,2.328,0.232050758192691,0.5402141650725846
F_S_WWS_WM_671,2.306,0.2186706335016611,0.5042544808548305
F_S_WWS_WM_231,2.35,0.2406578343754153,0.5655459107822259
F_S_WWS_WM_156,2.23,0.2490347228405315,0.5553474319343852
F_S_WWS_WM_160,2.024,0.2507285130996677,0.5074745105137275
F_S_WWS_WM_642,2.19,0.2711798084186046,0.5938837804367441
F_S_WWS_WM_087,2.41,0.2364898351328903,0.5699405026702656
F_S_WWS_WM_144,2.14,0.2263623176245847,0.48441535971661126
F_S_WWS_WM_036,2.454,0.2324507394784053,0.5704341146800067
F_S_WWS_WM_009,2.516,0.246037670910299,0.6190307800103123
F_S_WWS_WM_135,2.072,0.2536427461760797,0.5255477700768371
F_S_WWS_WM_544,2.446,0.2303598599036545,0.5634602173243389
F_S_WWS_WM_459,2.522,0.2684981455016611,0.6771523229551893
F_S_WWS_WM_274,2.074,0.2356746926279069,0.4887893125102789
F_S_WWS_WM_305,2.372,0.2516436850398671,0.5968988209145648
F_S_WWS_WM_237,2.516,0.2303677986744186,0.5796053814648372
F_S_WWS_WM_022,2.308,0.2277504567043189,0.525648054073568
F_S_WWS_WM_180,2.1,0.2522323540299003,0.5296879434627907
F_S_WWS_WM_215,2.272,0.2253727244817275,0.5120468300224849
F_S_WWS_WM_431,2.212,0.2491157856079734,0.5510441177648372
F_S_WWS_WM_302,1.997,0.2683584796710964,0.5359118839031795
F_S_WWS_WM_044,2.582,0.2386835127973422,0.6162808300427376
F_S_WWS_WM_449,2.106,0.2385073369800665,0.50229645168002
F_S_WWS_WM_525,2.202,0.2421354776478405,0.5331823217805447
F_S_WWS_WM_542,2.322,0.2170536815116278,0.5039986484699998
F_S_WWS_WM_026,2.158,0.2268429401860465,0.48952706492148834
F_S_WWS_WM_350,2.098,0.2275049462392026,0.477305377209847
F_S_WWS_WM_573,2.058,0.2392345216445183,0.49234464554441865
F_S_WWS_WM_018,2.202,0.2691084054086379,0.5925767087098206
F_S_WWS_WM_276,2.348,0.2286224700531561,0.5368055596848105
F_S_WWS_WM_463,2.394,0.2485052536245847,0.5949215771772558
F_S_WWS_WM_438,2.458,0.2809052192325581,0.6904650288736279
F_S_WWS_WM_281,2.054,0.2601462334916943,0.53434036359194
F_S_WWS_WM_099,2.434,0.2517903673023256,0.6128577540138606
F_S_WWS_WM_297,2.526,0.2375594874119601,0.6000752652026111
F_S_WWS_WM_377,2.23,0.2294442421495016,0.5116606599933886
F_S_WWS_WM_484,2.5,0.2523064442126246,0.6307661105315615
F_S_WWS_WM_186,2.33,0.2386812726112957,0.556127365184319
F_S_WWS_WM_003,2.234,0.2478575461262458,0.5537137580460331
F_S_WWS_WM_177,2.366,0.2565900010963455,0.6070919425939535
F_S_WWS_WM_591,2.102,0.2385020972026578,0.5013314083199867
F_S_WWS_WM_481,2.22,0.2272876595813953,0.5045786042706976
F_S_WWS_WM_268,2.236,0.2295935936644518,0.5133712754337143
F_S_WWS_WM_657,2.296,0.2630298263089701,0.6039164812053953
F_S_WWS_WM_136,2.372,0.2605914981960133,0.6181230337209435
F_S_WWS_WM_324,2.572,0.2697019448936877,0.6936734022665648
F_S_WWS_WM_647,2.37,0.2126661445681063,0.504018762626412
F_S_WWS_WM_430,2.16,0.2434857417807308,0.5259292022463785
F_S_WWS_WM_472,2.232,0.2595670276777408,0.5793536057767176
F_S_WWS_WM_488,2.132,0.2287791064285714,0.48775705490571425
F_S_WWS_WM_445,2.006,0.222093650269103,0.44551986243982056
F_S_WWS_WM_494,2.172,0.2569208015880398,0.5580319810492225
F_S_WWS_WM_271,2.244,0.260880892564784,0.5854167229153753
F_S_WWS_WM_014,2.368,0.2504604175548172,0.5930902687698071
F_S_WWS_WM_398,2.37,0.2277104787508305,0.5396738346394683
F_S_WWS_WM_407,2.464,0.207389155282392,0.5110068786158138
F_S_WWS_WM_249,2.074,0.2715383547109635,0.5631705476705382
F_S_WWS_WM_684,2.212,0.2254305512026578,0.49865237926027906
F_S_WWS_WM_130,2.202,0.2685315795215947,0.5913065381065514
F_S_WWS_WM_286,2.572,0.2426359428006644,0.6240596448833088
F_S_WWS_WM_023,2.362,0.2189469042225913,0.5171525877737607
F_S_WWS_WM_053,2.426,0.2461481434451827,0.5971553959980133
F_S_WWS_WM_654,2.244,0.2256994507774086,0.506469567544505
F_S_WWS_WM_159,1.9528,0.2410126106013289,0.4706494259822751
F_S_WWS_WM_663,2.248,0.2407298976611295,0.5411608099422192
F_S_WWS_WM_429,2.412,0.2414718618571428,0.5824301307994284
F_S_WWS_WM_349,2.448,0.2477587600764119,0.6065134446670564
F_S_WWS_WM_243,2.586,0.2348380009401993,0.6072910704313553
F_S_WWS_WM_116,2.21,0.2863607094717608,0.6328571679325913
F_S_WWS_WM_209,2.276,0.2388759052990033,0.5436815604605314
F_S_WWS_WM_446,2.524,0.2219898200066445,0.5603023056967708
F_S_WWS_WM_416,2.478,0.2582223417109634,0.6398749627597674
F_S_WWS_WM_082,2.178,0.2423226205083056,0.5277786674670896
F_S_WWS_WM_665,2.182,0.2393455850199335,0.5222520665134949
F_S_WWS_WM_075,2.274,0.2303353340963455,0.5237825497350896
F_S_WWS_WM_440,2.156,0.2428117196578073,0.5235020675822325
F_S_WWS_WM_682,2.368,0.2327385620764119,0.5511249149969433
F_S_WWS_WM_104,2.6,0.2464322529833887,0.6407238577568106
F_S_WWS_WM_693,2.404,0.2094009896212624,0.5033999790495148
F_S_WWS_WM_290,2.544,0.2532810883421927,0.6443470887425382
F_S_WWS_WM_331,2.056,0.2429838319468438,0.4995747584827109
F_S_WWS_WM_535,2.064,0.2206525374651162,0.4554268373279999
F_S_WWS_WM_424,2.666,0.2438968387707641,0.650228972162857
F_S_WWS_WM_496,2.332,0.2254033945880398,0.5256407161793087
F_S_WWS_WM_388,2.444,0.2441989388837208,0.5968222066318136
F_S_WWS_WM_050,2.608,0.2719733746910299,0.709306561194206
F_S_WWS_WM_336,2.158,0.2573796329900332,0.5554252479924916
F_S_WWS_WM_622,2.426,0.2753659787541528,0.6680378644575747
F_S_WWS_WM_638,2.292,0.2277936150199335,0.5221029656256876
F_S_WWS_WM_418,2.022,0.2323861678139535,0.4698848313198139
F_S_WWS_WM_212,2.176,0.2667437789568106,0.58043446301002
F_S_WWS_WM_131,2.408,0.2328984298006644,0.5608194189599999
